"","ResponseIndex","TaxonID.x","class.x","scientificName.x","documentType.x","urls.x","Response","Document/Response Validated?","Threats Listed?","documentKey","humanAnnotator","TaxonID.y","class.y","scientificName.y","documentType.y","urls.y","NOTES","Residential & Commerial Development","Agriculture & Aquaculture","Energy Producting & Mining","Transportation & Service Corridors","Biological Resource Use","Human Intrusions & Disturbance","Natural System Modifcations","Invasive & Other Problematic Species & Genes","Pollution","Geological Events","Climate Change & Severe Weather","Limiting/Intrinsic Population Factors","DISEASE?"
"68",742,2467,"Euchelicerata","Cicurina madla","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2809.pdf","Based on the extensive documentation provided, the identified threats to Cicurina madla, or the Madla Cave Meshweaver, are primarily related to its restricted habitat within the karst landscape of northern Bexar County, Texas. This cave-dwelling, troglobitic spider species faces threats primarily from urban development, which leads to habitat destruction, degradation, and fragmentation. Additional threats include changes in moisture availability, temperature stability, predation or competition from invasive species like the red-imported fire ant, nutrient input alterations affecting the cave ecosystem, disturbance to mesocavern systems that support karst invertebrate populations, and potential impacts from catastrophic events such as contamination or flooding.

Key points related to threats include:
- The **restricted range** and **specific habitat requirements** (high humidity and stable temperatures within subterranean voids) make the species vulnerable to changes in external conditions. Urban development directly removes habitat areas and may disrupt the delicate subterranean ecosystems upon which this spider depends.
- **Urban development** can result in the **loss of surface and subsurface karst features** and **alteration of drainage patterns**, impacting the availability of moisture and nutrients essential for the survival of Cicurina madla and its prey.
- The presence and expansion of **invasive species** such as the red-imported fire ant (RIFA) pose a threat through predation and competition.
- **Disruption of nutrient flow** from the surface to underground ecosystems can affect the food web within caves. Since the majority of nutrients in subterranean ecosystems originate from surface habitats, any alteration in the surrounding plant communities due to development or pollution can impact nutrient availability and, consequently, the cave ecosystem.
- **Habitat fragmentation** may limit gene flow between populations and reduce the species' capacity to recover from stochastic events or adapt to changing environmental conditions.
- The **limited number of known locations** (known from only six caves at the time of the species’ listing) exacerbates its vulnerability to extinction due to localized disturbances or catastrophic events.

Effective conservation for the Madla Cave Meshweaver necessitates a focus on protecting significant habitat areas, known as Karst Fauna Areas (KFAs), to preserve the species' genetic diversity, adaptability, and resilience. This involves perpetual preservation and management of these habitats, which includes maintaining suitable moisture levels, temperature conditions, nutrient inputs, and protection from invasive species and human-induced threats. Furthermore, ensuring the integrity and connectivity of these habitat areas is crucial for fostering a stable environment that supports not only Cicurina madla but the broader karst ecosystem upon which it depends.",TRUE,NA,"2467ReviewURLshttps://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2809.pdf","Vaughn",2467,"Euchelicerata","Cicurina madla","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2809.pdf","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",746,7900,"Euchelicerata","Cicurina venii","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3916.pdf","The given text provides detailed regulatory and legal information regarding the removal of the Braken Bat Cave meshweaver (Cicurina venii) from the Federal List of Endangered and Threatened Wildlife due to a taxonomic revision. It was found that Cicurina venii is not a discrete taxonomic entity but has been synonymized with Madla Cave meshweaver (Cicurina madla). Therefore, Cicurina venii does not meet the requirements for listing under the Endangered Species Act of 1973 as amended. However, the excerpt does not specifically list threats to Cicurina venii directly but discusses the rationale for its delisting. The closest it comes to discussing threats involves a general mention of factors affecting its habitat prior to recognizing the taxonomic revision. These threats include:

1. Destruction and/or deterioration of habitat by construction.
2. Filling of caves and karst features.
3. Increase of impermeable cover.
4. Contamination from septic effluent, sewer leaks, runoff, pesticides, and other sources.
5. Predation by and competition with nonnative fire ants.
6. Vandalism.

These threats were originally identified as concerns for the conservation of the species and its habitat before the discovery that the Braken Bat Cave meshweaver was not a distinct taxonomic entity resulted in its removal from the endangered species list.",TRUE,NA,"7900ReviewURLshttps://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3916.pdf","Vaughn",7900,"Euchelicerata","Cicurina venii","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3916.pdf","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",762,1397,"Bivalvia","Ptychobranchus subtentus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Fluted Kidneyshell_Final RP.pdf","Based on the provided text, the identified threats for **Ptychobranchus subtentus (Fluted Kidneyshell)** include:

1. **Habitat Modification and Destruction:** Construction of several large impoundments from 1913 to 1976 inundated many river miles within the species' range, rendering habitats in these reaches unsuitable for the Fluted Kidneyshell and severing connectivity between the remaining occupied reaches.

2. **Ongoing Activities Impacting Habitat:** Activities such as gravel and coal mining, urban development, and agriculture continue to degrade habitat within the species' range by contributing sediment and chemicals to streams and physically altering stream channels and riparian habitat. 

3. **Fragmentation and Isolation:** Historical events and ongoing activities have fragmented the distribution of the Fluted Kidneyshell into isolated populations, making them vulnerable to extirpation.

4. **Climate Change:** Climate change is expected to adversely affect the species by altering hydrologic cycles and temperature regimes, but the extent or magnitude of this threat has not been quantified.

5. **Disease and Pathogens:** Although not identified as a substantial threat at the time of listing, subsequent research suggests that pathogens or other causal agents (i.e., bacteria, parasites) contributed to poor mussel health leading to annual mussel die-offs in the Clinch River beginning in 2016. A novel densovirus (Clinch densovirus 1) was epidemiologically linked to morbidity in Clinch River mussels.

These threats highlight the necessity for dedicated recovery efforts, including habitat restoration, research on the species' biology and genetics, population augmentation and reintroductions, and effective management of water quality and habitat conditions.",TRUE,NA,"1397RecoveryPlanURLshttps://ecos.fws.gov/docs/recovery_plan/Fluted Kidneyshell_Final RP.pdf","Jayme",1397,"Bivalvia","Ptychobranchus subtentus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Fluted Kidneyshell_Final RP.pdf","",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"71",792,3982,"Insecta","Polyphylla barbata","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/980928a.pdf","Based on the provided text, the identified threats for Polyphylla barbata (Mount Hermon June beetle) in the Santa Cruz Mountains in California include:

1. Habitat destruction from urban development: The expansion of urban areas into natural habitats leads to loss and fragmentation of the beetle's habitat.

2. Sand mining: The extraction of sand for various commercial uses can destroy the sandy soil habitats that this species depends on for survival.

3. Agricultural conversion: The changing of natural landscapes into agricultural lands can lead to the loss of suitable habitats for the Mount Hermon June beetle.

4. Equestrian use and recreational activities: These activities can lead to habitat degradation and disturbance, further impacting the beetle's environment.

5. Alteration in natural fire regimes: Changes in the frequency and intensity of natural fires can affect habitat quality and the beetle's ecological balance.

6. Competition with non-native vegetation: The spread of invasive plant species can alter the habitat, making it less suitable for the Mount Hermon June beetle and other native species.

7. Overcollection: Although not specified how prevalent this threat is, overcollecting individuals for scientific studies, collections, or by hobbyists can significantly impact small or vulnerable populations.

8. Pesticide use: The application of chemicals for agriculture or pest control in or near the beetle's habitat can have harmful effects on its population.

These threats contribute to the species’ risk of extinction, particularly given that it also suffers from very low numbers of individuals and populations.",TRUE,TRUE,"3982RecoveryPlanURLshttps://ecos.fws.gov/docs/recovery_plan/980928a.pdf","Vaughn",3982,"Insecta","Polyphylla barbata","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/980928a.pdf","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",793,3982,"Insecta","Polyphylla barbata","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/958.pdf","Based on the detailed text provided, the identified threats for **Polyphylla barbata** (Mount Hermon June beetle) include:

1. **Habitat Destruction and Loss**: This threat encompasses several factors, including sand mining and urban development. While sand mining has decreased, the residual effects of past mining activities have led to habitat fragmentation and degradation, rendering some areas unsuitable for the Mount Hermon June beetle and the Zayante band-winged grasshopper.
   
2. **Altered Fire Regimes**: Fire suppression or exclusion in fire-adapted ecosystems leads to changes in vegetation that can affect the availability of sandy soil habitats required for the species. Altered fire regimes contribute to habitat changes that may not support Mount Hermon June beetle populations as they used to.

3. **Recreational Use of Habitat**: Activities such as hiking, biking, equestrian use, and """"sandboarding"""" can damage the physical structure of the habitat, removing plant cover and causing erosion. This impacts the ability of the Mount Hermon June beetle to utilize these areas.

4. **Agricultural Conversion**: While not as significant as other threats, the conversion of natural sandhill habitats to agricultural uses, notably vineyards, poses a risk by removing potential habitat areas.

5. **Climate Change**: Projected changes in the climate, including increases in temperature and variability in precipitation, present unpredictable impacts on the habitats of the Mount Hermon June beetle. These climatic changes could lead to alterations in the beetle's lifecycle, food availability, habitat suitability, and the overall ecosystem health of the sandhills.

6. **Predation**: While large-scale predation is not seen as a significant threat, instances of predation by bats on the Mount Hermon June beetle have been observed or suspected. This natural predation could potentially impact population levels, especially if other threats have already made the populations vulnerable.

7. **Collection, Pesticides, and Disease**: Though previously considered potential threats or unclear in their impact, the text suggests collection and pesticide use are unlikely to currently pose significant direct threats to the species. Disease and large-scale predation are also not identified as current threats, although predation by specific predators, such as bats, is noted.

8. **Habitat Fragmentation and Degradation from Past Activities**: While not an ongoing activity like sand mining, the lasting effects of developed lands, including habitat fragmentation, continue to pose a threat by reducing the size and quality of habitats available to the Mount Hermon June beetle.

It's clear that a complex interplay of human-induced factors and natural processes threaten the survival of the Mount Hermon June beetle, necessitating targeted conservation actions to mitigate these impacts.",TRUE,TRUE,"3982ReviewURLshttps://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/958.pdf","Vaughn",3982,"Insecta","Polyphylla barbata","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/958.pdf","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",795,3804,"Insecta","Rhadine infernalis","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Final 2001 Bexar Co Invertebrates Rec Plan_1.pdf","From the provided text, the identified threats to Rhadine infernalis, as well as other Bexar County karst invertebrates, include the following:

1. **Habitat Destruction**:
   - Completely filling in the caves with cement during development.
   - Quarrying activities.
   - Capping or sealing cave entrances.

2. **Habitat Degradation**:
   - Altering drainage patterns.
   - Altering native surface plant and animal communities, which reduces or increases nutrient flow to the subterranean habitats these species depend on.
   - Contamination from surface activities.
   - Excessive human visitation and vandalism.

3. **Competition and Predation**:
   - Threats from red-imported fire ants (Solenopsis invicta), which compete with cave crickets (a primary food source for many karst invertebrates) and prey directly on karst invertebrates.
   - Competition from non-native, invasive vegetation species with native surface vegetation can also affect the quality and quantity of nutrients entering the karst systems.

4. **Small Population Size**:
   - The inherent vulnerability associated with having a small population size, which increases the risk of inbreeding, reduced genetic diversity, and makes populations more susceptible to extinctions due to stochastic events.

5. **Climate Change**:
   - Potential impacts on the microclimate within caves, including changes in temperature and humidity that could negatively affect the survival of troglobitic species.

The primary recovery strategy involves reducing these threats through habitat protection and management, regular monitoring, implementing adaptive management practices, and conducting further research to improve understanding of population dynamics and habitat requirements.",TRUE,TRUE,"3804RecoveryPlanURLshttps://ecos.fws.gov/docs/recovery_plan/Final 2001 Bexar Co Invertebrates Rec Plan_1.pdf","Vaughn",3804,"Insecta","Rhadine infernalis","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Final 2001 Bexar Co Invertebrates Rec Plan_1.pdf","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",808,6942,"Insecta","Rhadine exilis","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1789.pdf","For **Rhadine exilis**, the identified threats to its habitat include:

1. **Destruction and/or deterioration of habitat by construction**: The development and construction activities can directly destroy the caves and karst features that are essential for the survival of Rhadine exilis. This includes altering the land above these habitats, which can affect the underground ecosystems even if the caves themselves are not filled in or destroyed directly.

2. **Filling of caves and karst features**: Intentional or accidental filling of caves and karst features, for land development or other purposes, can obliterate the habitats of Rhadine exilis, removing their living spaces and the ecosystems they rely on for food and other resources.

3. **Loss of impermeable cover**: Development and other land surface alterations that remove vegetation and soil can lead to a loss of impermeable cover. This, in turn, affects the infiltration of water into the ground, potentially changing the humidity and other conditions within the caves that are crucial for Rhadine exilis.

4. **Contamination from septic effluent, sewer leaks, run-off, pesticides, and other sources**: Contaminants can infiltrate cave systems through water runoff or percolate through the soil, polluting the cave ecosystems. Such contamination can be detrimental to Rhadine exilis and the other organisms they depend on for food, affecting their health and reproductive success.

5. **Predation by and competition with red-imported fire ants (RIFA)**: RIFA are an invasive species that can outcompete native species for resources. They may also directly prey on Rhadine exilis or their food sources, further stressing these already vulnerable populations.

6. **Vandalism**: Human intrusion and vandalism can disturb or destroy the fragile habitats of cave-dwelling species like Rhadine exilis. This can include physical damage to the cave structures, introduction of pollutants, or removal of organisms (either intentionally or unintentionally).

7. **Climate change**: Although not initially identified as a threat at the time of listing, climate change has since been recognized as a potential threat to Rhadine exilis. Changes in temperature and precipitation patterns can alter the microhabitats inside caves, potentially making them inhospitable to this and other species.

8. **Imminent development**: While certain areas might be currently undeveloped, they are subject to imminent development, posing a future threat to the habitats of Rhadine exilis and similar species by potentially leading to habitat destruction or degradation. 

Addressing these threats requires concerted efforts for habitat protection, management, and possibly restoration, along with monitoring the species' populations to ensure their conservation and recovery.",TRUE,TRUE,"6942ReviewURLshttps://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1789.pdf","Melissa",6942,"Insecta","Rhadine exilis","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1789.pdf","",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"75",810,8105,"Insecta","Habroscelimorpha dorsalis dorsalis","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/940929b.pdf","The identified threats for Habroscelimorpha dorsalis dorsalis (formerly Cicindela dorsalis dorsalis), as mentioned in the text above, include:

1. **High levels of pedestrian traffic:** This is particularly damaging at the larval stage of the beetle's life cycle. Since larvae live in vertical burrows generally in the beach intertidal zone, excessive foot traffic can crush these structures, leading to high mortality rates.

2. **ORVs (Off-Road Vehicles):** The use of off-road vehicles on beaches can disrupt the habitat by crushing larvae and adults, disrupting the substrate, and thus, significantly damaging populations.

3. **Coastal development:** Development along the coastline can lead to habitat loss or fragmentation, reducing the available space for these beetles to live and breed. Beachfront constructions often inhibit natural processes and alter the habitat in ways that are not conducive to the survival of beach-dwelling species like the northeastern beach tiger beetle.

4. **Beach stabilization structures:** While these structures, such as sea walls and groynes, are meant to prevent erosion, they can also alter the natural dynamics of beach habitats. Such alterations can negatively impact the populations of northeastern beach tiger beetles by changing the environment in ways that do not support their lifecycle.

5. **Lack of undisturbed beaches:** The beetle requires undisturbed habitats for successful breeding and larval development. The availability of such habitats has been significantly reduced due to human activities, leaving only a few suitable locations where the beetle can thrive.

6. **Lack of nearby populations for colonization:** For a population to remain genetically healthy and have good chances of recovery and expansion, there needs to be an exchange between populations. However, due to the isolated nature of the remaining populations and the scarcity of undisturbed beaches, colonization and recruitment are hampered, affecting the long-term viability of the species.

These threats collectively contribute to the endangered status of Habroscelimorpha dorsalis dorsalis, underlining the need for concerted conservation efforts, including habitat protection, management, and public education, to ensure its survival and recovery.",TRUE,TRUE,"8105RecoveryPlanURLshttps://ecos.fws.gov/docs/recovery_plan/940929b.pdf","Jayme",8105,"Insecta","Habroscelimorpha dorsalis dorsalis","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/940929b.pdf","",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"76",820,4693,"Bivalvia","Pleurobema athearni","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/20230731_Recovery Outline_CanoeCreekClubshell.signed.pdf","The identified threats to Pleurobema athearni (Canoe Creek Clubshell) include:

1. **Increased Sedimentation**: An increase in sedimentation within the Big Canoe Creek watershed can suffocate the mussel beds, negatively affect water quality, and alter the habitat in ways that are unsuitable for the survival of P. athearni.

2. **Declining Water Quality**: Water quality can be affected by various factors such as pollution (industrial, agricultural, and urban runoff), changes in land use, and sewage discharge. Declines in water quality can directly impact the health and survivability of P. athearni by affecting the mussels' food sources and breeding conditions.

3. **Inundation Due to Impoundments**: The construction of dams and other water impoundments along the Coosa River has altered natural stream flows and habitat conditions, rendering some areas unsupportable for P. athearni. These modifications can lead to habitat fragmentation and loss.

4. **Severe Droughts**: The increase in the frequency and severity of droughts, observed in the past and projected for the future, poses significant threats to P. athearni by reducing water levels and quality, which can negatively influence the species' lifecycle and habitat.

5. **Lack of Successful Reproduction and Recruitment**: The noted absence of small size classes within the population indicates problems with successful reproduction and recruitment. This lack of young mussels hinders the species' ability to replenish and maintain its population, critically threatening its long-term survival.

6. **Habitat Requirements**: P. athearni requires medium streams and rivers with clean, flowing water and stable substrates free of fine sediments. The degradation of these habitats through human activities and natural events is a considerable threat.

These threats are compounded by the species' naturally restricted range and low levels of genetic diversity, which limit its adaptability and resilience to changes and disturbances in its habitat. Collaborative conservation efforts and strategic recovery actions are vital for mitigating these threats and supporting the species' persistence.",TRUE,TRUE,"4693RecoveryPlanURLshttps://ecos.fws.gov/docs/recovery_plan/20230731_Recovery Outline_CanoeCreekClubshell.signed.pdf","Ann Marie",4693,"Bivalvia","Pleurobema athearni","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/20230731_Recovery Outline_CanoeCreekClubshell.signed.pdf","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"77",831,6999,"Bivalvia","Theliderma intermedia","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3236.pdf","The identified threats for Theliderma intermedia (formerly Quadrula intermedia), also known as the Cumberland monkeyface pearly mussel, based on the comprehensive review, include:

1. **Habitat Destruction, Modification, or Curtailment**:
   a. Impoundment, siltation, and pollution are major causes of species decline.
   b. Altered flow conditions below dams that destabilize banks and the stream channel, reducing suitable habitat.
   c. Increasing water withdrawals, particularly from municipalities, pose a threat to species in certain rivers.
   d. Coal mining activities in river drainages are increasing, contributing sedimentation and associated contaminants (e.g., polycyclic aromatic hydrocarbons, heavy metals) to the substrate occupied by this species. The construction of a new coal-fired power plant expected to consume 2 million tons per year of Virginia coal will likely increase pressures from coal mining.

2. **Overutilization**: There is no indication that overutilization for commercial, recreational, scientific, or educational purposes is currently a significant threat to this species.

3. **Disease or Predation**: No new information indicating that disease or predation is a limiting factor for the species.

4. **Inadequacy of Existing Regulatory Mechanisms**:
   a. Although the species is listed as endangered by the states of Tennessee and Virginia, there's a lack of regulatory mechanisms addressing protections from non-federally regulated activities that threaten habitat and the species itself.
   b. Many activities impacting the species' survival or recovery, such as residential and commercial development, road construction and runoff, as well as agriculture and forestry operations, are regulated only by state and local governments, which may lack sufficient ordinances to protect the species and its habitat from effects of development and other land use activities.
   c. Federal actions that are subject to Section 7 of the Endangered Species Act provide some level of protection, but not all adverse effects from these activities have been eliminated.

5. **Coal-Related Problems and Substrate Quality in the Powell River**: The increasing coal mining and associated activities threaten the existence of Theliderma intermedia in the Powell River by contributing to habitat degradation and pollution.

6. **Lack of Recent Recruitment in Populations**: For example, in the Powell River, evidence of recent recruitment remains largely lacking, indicating ongoing pressures and threats to the population's viability.

7. **Potential Genetic Issues**: There is no specific mention of current threats related to genetic variation or trends, but such issues could be implicit in the context of small or declining populations.

The measures being undertaken to improve habitat conditions and mitigate these threats include various conservation and restoration efforts, such as improving stream bank and riparian habitats, adjusting discharge regimes from dams to improve dissolved oxygen levels and habitat quality, and working with multiple partners to enhance the status of the species in affected streams.",TRUE,TRUE,"6999ReviewURLshttps://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3236.pdf","Ann Marie",6999,"Bivalvia","Theliderma intermedia","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3236.pdf","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"78",832,6999,"Bivalvia","Theliderma intermedia","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1724.pdf","The identified threats for *Fusconaia rotulata* (round ebonyshell), as outlined in the recovery document, include:

1. Degradation and loss of riverine habitats: The natural habitats of these mussels are threatened by changes and disruptions in their river ecosystems.

2. Poor water quality: This encompasses pollution from various sources that negatively affects the water where these mussels live.

3. Catastrophic events: Examples include droughts and spills that can have immediate and severe effects on the populations of these mussels.

4. Non-native species: The introduction and proliferation of species not native to the habitats of these mussels can lead to decreases in their populations due to competition, predation, or other interactions that are unfavorable to the mussels.

5. Habitat deterioration and excessive sedimentation: This is caused by factors like channel modification, bed destabilization, and environmental contaminants.

6. Land use activities and effluent discharges: Adjacent land use and discharges from nearby areas can lead to degradation and alteration of stream habitats.

7. Impoundments: The presence of barriers such as dams affects the natural flow and ecosystem dynamics crucial for the survival of these mussels.

8. Population fragmentation and small population sizes: This makes the mussels more vulnerable to extinction due to the reduced genetic diversity and increased isolation.

9. Impacts of catastrophic natural events like droughts and floods: These events can suddenly alter the habitats in which these mussels live, often with little chance for recovery.

10. Impacts from regulatory activities or permits conducted or issued by regulatory authorities: These could inadvertently harm mussel populations and their habitats, despite intentions otherwise.

Systematic threats encompass environmental, human-induced, and natural factors, all contributing to the dire status of *Fusconaia rotulata* and necessitating a comprehensive recovery strategy.",TRUE,TRUE,"6999ReviewURLshttps://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1724.pdf","Vaughn",6999,"Bivalvia","Theliderma intermedia","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1724.pdf","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",850,1142,"Gastropoda","Erinna newcombi","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3813.pdf","The identified threats for Erinna newcombi, as detailed in the text, are:

1. Predation by red-crested cardinals (Paroaria coronata) observed feeding on freshwater snails along the Hanakoa stream, significantly impacting E. newcombi populations at observed locations.

2. Climate change impacts on specialized habitat at the edge of streams, making E. newcombi very susceptible to increases in the frequency and duration of drier periods, as well as more intense flooding events which can displace native plant species with invasive ones.

3. Invasive plant species widespread across the sub-population locations of E. newcombi, posing a considerable threat to their habitat.

4. Non-native lymnaeids (another type of freshwater snail), flatworms, and other parasites represent an understudied threat to E. newcombi.

5. Predation and habitat degradation by goats (Capra hircus), rats (Rattus spp.), marsh flies, pigs (Sus scrofa), and the American bullfrog (Rana catesbeiana).

The review also reiterated other threats monitoring and control recommendations, including research into population biology, predator/herbivore monitoring and control, instream flow protection, surveys and inventories, and specific threats such as predatory snail Euglandina rosea. The continued absence of consistent monitoring and survey efforts and the presence of invasive species not previously considered threats were highlighted as concerns. The recovery criteria and goals for E. newcombi have not been met, pointing out the ongoing challenges in managing all identified threats.",TRUE,TRUE,"1142ReviewURLshttps://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3813.pdf","Melissa",1142,"Gastropoda","Erinna newcombi","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3813.pdf","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"80",851,1142,"Gastropoda","Erinna newcombi","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2408.pdf","The identified threats for Erinna newcombi, commonly referred to as Newcomb's Snail, based on the text provided, include:

1. **Altered Hydrology:** The alteration of natural water flows due to human activities poses a significant threat to the habitat of Newcomb's Snail. This includes:
   - Agricultural development and stream diversion causing loss of habitat.
   - Dewatering aquifers resulting in the loss of habitat.
   - The creation of vertical wells leading to habitat loss.
   - Channelization of waterways causing loss or degradation of habitat.
   - Hydroelectric power projects resulting in the loss or degradation of habitat.

2. **Landslides and Flooding:** Natural disasters such as landslides and flooding can lead to the loss or degradation of habitat for Newcomb's Snail, affecting its survival and reproduction.

3. **Stochastic Events:** Stochastic (random and unpredictable) events such as hurricane-induced mortality and reduced viability present threats to the snail's population. Hurricanes can cause direct damage to their habitat and indirectly affect their survival by altering their habitat conditions.

The review emphasizes that these threats result in the degradation and loss of habitat, loss of life due to smothering from soil or other debris picked up by the waterway or upslope, and that despite existing knowledge, no significant new information has been collected that would change the Federal listing status of Newcomb's Snail from endangered. Furthermore, recovery criteria and goals have not been met for this species, indicating that it remains in danger of extinction throughout its range due to ongoing threats that are not being effectively managed.",TRUE,TRUE,"1142ReviewURLshttps://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2408.pdf","Ann Marie",1142,"Gastropoda","Erinna newcombi","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2408.pdf","",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"81",862,8977,"Gastropoda","Pyrgulopsis anguina","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/189457","Given the extensive information provided, the following key threats to Pyrgulopsis anguina, the longitudinal gland pyrg, have been identified:

1. **Predation and Competition**: The species faces threats from predation and competition, possibly from invasive species and other native fauna that might outcompete it for resources.

2. **Spring Modification**: Modifications to springs, such as surface water diversion, channel modification, and groundwater pumping, are significant threats. These alterations can lead to habitat degradation and loss, which directly impacts Pyrgulopsis anguina populations.

3. **Vegetation and Soil Disturbance**: This can result from multiple sources, including grazing and road construction or maintenance. Such disturbances can affect spring water quality and substrate, crucial for Pyrgulopsis anguina's survival.

4. **Water Pollution**: Although not explicitly mentioned for Pyrgulopsis anguina, water pollution is a common stressor for aquatic species, affecting water quality and potentially the health and viability of spring snail populations.

5. **Climate Change and Altered Precipitation/Temperature**: Changes in precipitation patterns and temperature could affect spring discharge rates and water quality, posing a long-term threat to the species by altering its habitat.

6. **Groundwater Pumping and Withdrawals**: Future conditions suggest groundwater pumping and withdrawals as a major concern, likely reducing spring flow or discharge, crucial for the species' habitat.

7. **Reduced Representation and Redundancy**: Given the small number of locations where Pyrgulopsis anguina is found, any significant change in one site can have severe consequences for the overall population, thus reducing redundancy (the species’ ability to withstand catastrophic events) and representation (genetic diversity and environmental variation within the species).

8. **Limited Genetic Diversity**: The longitudinal gland pyrg occurs in only a few locations, potentially limiting its genetic diversity. This limited diversity could make the species less adaptable to changing conditions or new threats.

The future scenarios considered in the assessment suggest that scenario 2, a reduction in spring flow or discharge, is the most likely to occur and the one that may pose significant risks to the species' resilience, redundancy, and representation. Successful adaptation to these threats requires maintaining or enhancing the species’ resilience through habitat protection and management actions that safeguard water quality, spring discharge, and other critical habitat characteristics.",TRUE,TRUE,"8977SpeciesStatusAssessmentURLshttps://ecos.fws.gov/ServCat/DownloadFile/189457","Vaughn",8977,"Gastropoda","Pyrgulopsis anguina","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/189457","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
