,TaxonID,ScientificName,ListingStatus,ListingLocality,ListingDates,SpeciesStatusAssessmentDates,SpeciesStatusAssessmentURLs,SpeciesStatusAssesmentTitles,RecoveryPlanDates,RecoveryPlanURLs,RecoveryPlanTitles,ReviewDates,ReviewURLs,ReviewTitles,CriticalHabitatDesignationDates,CriticalHabitatDesignationURLs,CriticalHabitatDesignationTitles
0,4456,Eupatorium altissimum,,,,,,,,,,,,,,,
0,243,Eupatorium leucolepis novae-angliae,,,,,,,,,,,,,,,
0,9931,Eupatorium paludicola,,,,,,,,,,,,,,,
0,6013,Eupatorium resinosum,,,,,,,,,,,,,,,
0,8380,Eupatorium resinosum kentuckiense,,,,,,,,,,,,,,,
0,2598,Eupelmus nihoaensis,,,,,,,,,,,,,,,
0,9209,Euphilotes ancilla cryptica,,,,,,,,,,,,,,,
0,9208,Euphilotes ancilla purpura,,,,05-01-2021,https://ecos.fws.gov/ServCat/DownloadFile/204728,None,,,,,,,,,
0,9215,Euphilotes anicia morandi,,,,,,,,,,,,,,,
0,3135,Euphilotes battoides allyni,Endangered,Wherever found,06-08-1976,,,,12-10-2019; 09-28-1998,https://ecos.fws.gov/docs/recovery_plan/Recovery Plan Amendment ESB.pdf; https://ecos.fws.gov/docs/recovery_plan/980928d.pdf,None; None,08-31-2021; 03-31-2008,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3501.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1227.pdf,None; None,02-08-1977,https://www.govinfo.gov/link/fr/42/7972?link-type=pdf,None
0,2815,Euphilotes battoides comstocki,,,,,,,,,,,,,,,
0,5648,Euphilotes bernardino minuta,,,,,,,,,,,,,,,
0,7882,Euphilotes enoptes langstoni,,,,,,,,,,,,,,,
0,4418,Euphilotes enoptes smithi,Endangered,Wherever found,06-08-1976,04-01-2020,https://ecos.fws.gov/ServCat/DownloadFile/183160,None,11-09-1984,https://ecos.fws.gov/docs/recovery_plan/841109.pdf,None,09-03-2020; 09-26-2006,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3091.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1024.pdf,None; None,02-08-1977,https://www.govinfo.gov/link/fr/42/7972?link-type=pdf,None
0,1954,Euphilotes enoptes ssp.,,,,,,,,,,,,,,,
0,5852,Euphilotes pallescens arenamontana,,,,,,,,,,,,,,,
0,9047,Euphilotes pallescens mattonii,,,,,,,,,,,,,,,
0,1408,Euphilotes rita mattoni,,,,,,,,,,,,,,,
0,5879,Euphilotes rita ssp.,,,,,,,,,,,,,,,
0,1438,Euphorbia austrina,,,,,,,,,,,,,,,
0,1328,Euphorbia celastroides halawana,,,,,,,,,,,,,,,
0,4275,Euphorbia celastroides haupuana,,,,,,,,,,,,,,,
0,257,Euphorbia celastroides humbertii,,,,,,,,,,,,,,,
0,180,Euphorbia celastroides kohalana,,,,,,,,,,,,,,,
0,3666,Euphorbia celastroides nelsonii,,,,,,,,,,,,,,,
0,1005,Euphorbia celastroides nematopoda,,,,,,,,,,,,,,,
0,5794,Euphorbia celastroides saxicola,,,,,,,,,,,,,,,
0,3842,Euphorbia celastroides var. kaenana,Endangered,Wherever found,10-29-1991,,,,08-10-1998,https://ecos.fws.gov/docs/recovery_plan/980810.pdf,None,09-26-2019; 08-28-2012; 08-02-2007,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2863.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2863.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1090.pdf,None; None; None,09-18-2012,https://www.govinfo.gov/link/fr/77/57647?link-type=pdf,None
0,1703,Euphorbia celastroides waikoluensis,,,,,,,,,,,,,,,
0,5684,Euphorbia degeneri molokaiensis,,,,,,,,,,,,,,,
0,6446,Euphorbia deppeana,Endangered,Wherever found,03-28-1994,,,,08-10-1998,https://ecos.fws.gov/docs/recovery_plan/980810.pdf,None,09-26-2019; 08-28-2012; 08-02-2007,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2864.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2864.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1091.pdf,None; None; None,09-18-2012,https://www.govinfo.gov/link/fr/77/57647?link-type=pdf,None
0,2848,Euphorbia discoidalis,,,,,,,,,,,,,,,
0,1368,Euphorbia eleanoriae,Endangered,Wherever found,05-13-2010,,,,08-27-2021,https://ecos.fws.gov/docs/recovery_plan/Final_KIRP_ExecSum_Hyperlinks_A.pdf,None,08-04-2022; 09-13-2017,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3814.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2439.pdf,None; None,04-13-2010,https://www.govinfo.gov/link/fr/75/18960?link-type=pdf,None
0,2632,Euphorbia exserta,,,,,,,,,,,,,,,
0,8432,Euphorbia haeleeleana,Endangered,Wherever found,10-10-1996,,,,07-10-1999,https://ecos.fws.gov/docs/recovery_plan/990710.pdf,None,08-25-2021; 09-13-2017; 08-27-2010,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3475.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2440.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1603.pdf,None; None; None,09-18-2012,https://www.govinfo.gov/link/fr/77/57647?link-type=pdf,None
0,8441,Euphorbia halemanui,Endangered,Wherever found,05-13-1992,,,,08-27-2021,https://ecos.fws.gov/docs/recovery_plan/Final_KIRP_ExecSum_Hyperlinks_A.pdf,None,08-04-2022; 09-13-2017; 08-27-2010,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3816.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2441.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1633.pdf,None; None; None,02-27-2003,https://www.govinfo.gov/link/fr/68/9116?link-type=pdf,None
0,6481,Euphorbia herbstii,Endangered,Wherever found,10-10-1996,,,,08-10-1998,https://ecos.fws.gov/docs/recovery_plan/980810.pdf,None,09-26-2019; 08-28-2012; 08-02-2007,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2865.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2865.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1092.pdf,None; None; None,09-18-2012,https://www.govinfo.gov/link/fr/77/57647?link-type=pdf,None
0,5357,Euphorbia innocua,,,,,,,,,,,,,,,
0,6308,Euphorbia kuwaleana,Endangered,Wherever found,10-29-1991,,,,08-10-1998,https://ecos.fws.gov/docs/recovery_plan/980810.pdf,None,09-26-2019; 08-02-2011,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2866.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1751.pdf,None; None,09-18-2012,https://www.govinfo.gov/link/fr/77/57647?link-type=pdf,None
0,6697,Euphorbia macropus,,,,,,,,,,,,,,,
0,120,euphorbia misera,,,,,,,,,,,,,,,
0,522,Euphorbia nephradenia,,,,,,,,,,,,,,,
0,3613,Euphorbia purpurea,,,,,,,,,,,,,,,
0,2643,Euphorbia remyi var. kauaiensis,Endangered,Wherever found,05-13-2010,,,,08-27-2021,https://ecos.fws.gov/docs/recovery_plan/Final_KIRP_ExecSum_Hyperlinks_A.pdf,None,08-04-2022; 09-13-2017,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3818.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2442.pdf,None; None,04-13-2010,https://www.govinfo.gov/link/fr/75/18960?link-type=pdf,None
0,6388,Euphorbia remyi var. remyi,Endangered,Wherever found,05-13-2010,,,,08-27-2021,https://ecos.fws.gov/docs/recovery_plan/Final_KIRP_ExecSum_Hyperlinks_A.pdf,None,08-04-2022; 09-13-2017,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3817.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2443.pdf,None; None,04-13-2010,https://www.govinfo.gov/link/fr/75/18960?link-type=pdf,None
0,6024,Euphorbia rockii,Endangered,Wherever found,10-10-1996,,,,08-10-1998,https://ecos.fws.gov/docs/recovery_plan/980810.pdf,None,09-26-2019; 08-02-2011,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2867.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1752.pdf,None; None,09-18-2012,https://www.govinfo.gov/link/fr/77/57647?link-type=pdf,None
0,6434,Euphorbia roemeriana,,,,,,,,,,,,,,,
0,6026,Euphorbia rosescens,,,,,,,,,,,,,,,
0,6793,Euphorbia skottsbergii var. skottsbergii,Endangered,Wherever found,08-24-1982,,,,10-05-1993,https://ecos.fws.gov/docs/recovery_plan/931005.pdf,None,09-26-2019; 08-28-2012; 08-02-2007,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2868.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2868.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1093.pdf,None; None; None,09-18-2012,https://www.govinfo.gov/link/fr/77/57647?link-type=pdf,None
0,523,Euphorbia strictior,,,,,,,,,,,,,,,
0,5499,Euphorbia telephioides,Threatened,Wherever found,05-08-1992,,,,06-22-1994,https://ecos.fws.gov/docs/recovery_plan/940622.pdf,None,07-30-2021; 01-22-2015; 03-06-2008,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3339.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2247.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1215.pdf,None; None; None,,,
0,1546,Euphydryas anicia cloudcrofti,Endangered,Wherever found,03-02-2023,07-01-2022; 05-01-2021,https://ecos.fws.gov/ServCat/DownloadFile/226092; https://ecos.fws.gov/ServCat/DownloadFile/205249,None; None,02-28-2023,https://ecos.fws.gov/docs/recovery_plan/Sacramento Mountains Checkerspot_Recovery Outline_27Feb2023_ARD Signed.pdf,None,,,,08-10-2023,https://www.govinfo.gov/link/fr/88/54263,None
0,70,Euphydryas anicia morandi,,,,,,,,,,,,,,,
0,2320,Euphydryas editha bayensis,Threatened,Wherever found,09-18-1987,,,,09-30-1998,https://ecos.fws.gov/docs/recovery_plan/980930c_v2.pdf,None,07-05-2022; 08-17-2009,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3747.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1421.pdf,None; None,08-26-2008,https://www.govinfo.gov/link/fr/73/50406?link-type=pdf,None
0,7527,Euphydryas editha monoensis,,,,,,,,,,,,,,,
0,5900,Euphydryas editha quino (=E. e. wrighti),Endangered,Wherever found,01-16-1997,,,,01-29-2020; 09-17-2003,https://ecos.fws.gov/docs/recovery_plan/Quino_APG.pdf; https://ecos.fws.gov/docs/recovery_plan/030917.pdf,None; None,08-31-2023; 08-18-2009,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/9615.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/5391.pdf,None; None,06-17-2009,https://www.govinfo.gov/link/fr/74/28776?link-type=pdf,None
0,5907,Euphydryas editha taylori,Endangered,Wherever found,11-04-2013,,,,11-02-2022,https://ecos.fws.gov/docs/recovery_plan/SIGNED - TCB dRP (20221109).pdf,None,,,,10-03-2013,https://www.govinfo.gov/link/fr/78/61505?link-type=pdf,None
0,7531,Euphyes bayensis,,,,,,,,,,,,,,,
0,9779,Euphyes dukesi calhouni,,,,,,,,,,,,,,,
0,9781,Euphyes pilatka klotsi,,,,,,,,,,,,,,,
0,6236,Euphyes vestris harbisoni,,,,,,,,,,,,,,,
0,9323,Euphyllia paradivisa,Threatened,Wherever found,11-13-2014,,,,,,,,,,,,
0,343,Euploea eleutho,,,,,,,,,,,,,,,
0,7881,Euproserpinus euterpe,Threatened,Wherever found,04-08-1980,,,,02-08-1984,https://ecos.fws.gov/docs/recovery_plan/840208.pdf,None,07-20-2020; 10-09-2007,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2993.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1123.pdf,None; None,07-03-1978,https://www.govinfo.gov/link/fr/43/28938?link-type=pdf,None
0,899,Euproserpinus wiesti,,,,,,,,,,,,,,,
0,2816,Eurema dina helios,,,,,,,,,,,,,,,
0,7793,Eurhychium pringlei,,,,,,,,,,,,,,,
0,3269,Eurya sandwicensis,,,,,,,,,,,,,,,
0,2039,Eurybia avita,,,,,,,,,,,,,,,
0,8324,Eurybia eryngiifolia,,,,,,,,,,,,,,,
0,8122,Eurybia furcata,,,,,,,,,,,,,,,
0,1298,Eurybia hemispherica,,,,,,,,,,,,,,,
0,8668,Eurybia mirabilis,,,,,,,,,,,,,,,
0,1192,Eurybia saxicastellii,,,,,,,,,,,,,,,
0,1905,Eurybia schreberi,,,,,,,,,,,,,,,
0,5315,Eurybia spinulosa,,,,,,,,,,,,,,,
0,5958,Eurycea aquatica,,,,,,,,,,,,,,,
0,9778,Eurycea chamberlaini,,,,,,,,,,,,,,,
0,3411,Eurycea chisholmensis,Threatened,Wherever found,03-26-2014,,,,,,,,,,08-18-2021,https://www.govinfo.gov/link/fr/86/46536?link-type=pdf,None
0,2075,Eurycea junaluska,,,,,,,,,,,,,,,
0,4624,Eurycea latitans,,,,,,,,,,,,,,,
0,6374,Eurycea nana,Threatened,Wherever found,07-14-1980,,,,02-14-1996,https://ecos.fws.gov/docs/recovery_plan/960214.pdf,None,,,,07-14-1980,https://www.govinfo.gov/link/fr/45/47355?link-type=pdf,None
0,7278,Eurycea naufragia,Threatened,Wherever found,03-26-2014,,,,,,,,,,08-18-2021,https://www.govinfo.gov/link/fr/86/46536?link-type=pdf,None
0,4098,Eurycea neotenes,,,,,,,,,,,,,,,
0,5130,Eurycea rathbuni,Endangered,Wherever found,03-11-1967,,,,12-06-2019; 02-14-1996,https://ecos.fws.gov/docs/recovery_plan/Final RP Amendment_San Marcos and Comal Springs_508 Compliant.pdf; https://ecos.fws.gov/docs/recovery_plan/960214.pdf,None; None,04-27-2021,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/954.pdf,None,,,
0,29,Eurycea robusta,,,,07-06-2021,https://ecos.fws.gov/ServCat/DownloadFile/211344,None,,,,,,,,,
0,1113,Eurycea sosorum,Endangered,Wherever found,04-30-1997,,,,01-12-2016; 08-29-2005,https://ecos.fws.gov/docs/recovery_plan/Final Barton Springs Salamander Recovery Plan with Austin Blind Salamander Addendum.pdf; https://ecos.fws.gov/docs/recovery_plan/050921.pdf,None; None,09-12-2019; 10-05-2006,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2814.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1032.pdf,None; None,,,
0,8682,eurycea species,,,,,,,,,,,,,,,
0,8748,Eurycea species,,,,,,,,,,,,,,,
0,8749,Eurycea species,,,,,,,,,,,,,,,
0,8794,Eurycea species,,,,,,,,,,,,,,,
0,8587,eurycea speciesten,,,,,,,,,,,,,,,
0,3116,Eurycea tonkawae,Threatened,Wherever found,09-19-2013,,,,,,,,,,08-20-2013,https://www.govinfo.gov/link/fr/78/51327?link-type=pdf,None
0,2890,Eurycea tridentifera,,,,,,,,,,,,,,,
0,4662,Eurycea troglodytes,,,,,,,,,,,,,,,
0,4096,Eurycea tynerensis,,,,,,,,,,,,,,,
0,5737,Eurycea waterlooensis,Endangered,Wherever found,09-19-2013,,,,01-12-2016; 08-29-2005,https://ecos.fws.gov/docs/recovery_plan/Final Barton Springs Salamander Recovery Plan with Austin Blind Salamander Addendum.pdf; https://ecos.fws.gov/docs/recovery_plan/050921.pdf,None; None,09-12-2019,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3652.pdf,None,08-20-2013,https://www.govinfo.gov/link/fr/78/51327?link-type=pdf,None
0,4446,Eurytaenia hinckleyi,,,,,,,,,,,,,,,
0,5528,Eurytides iphitas,,,,,,,,,,,,,,,
0,3011,Eurytides lysithous harrisianus,,,,03-01-2023,https://ecos.fws.gov/ServCat/DownloadFile/234186,None,,,,,,,,,
0,5303,Eurytides marcellinus,,,,,,,,,,,,,,,
0,5952,Eutamias quadrivittatus australis,,,,,,,,,,,,,,,
0,6332,Eutamias umbrinus nevadensis,,,,,,,,,,,,,,,
0,5811,Eutrema penlandii,Threatened,Wherever found,07-28-1993,,,,08-17-2022,https://ecos.fws.gov/docs/recovery_plan/20220817_Final_RecoveryPlan_MosquitoRangeMustard_v4_signed.pdf,None,07-10-2023; 01-31-2018,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/5193.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2579.pdf,None; None,,,
0,438,Eutrichomyias rowleyi,Endangered,Wherever found,01-16-2008,,,,,,,,,,,,
0,2870,Eutriorchis astur,Endangered,Wherever found,01-12-1995,,,,,,,,,,,,
0,546,Eximacris phenax,,,,,,,,,,,,,,,
0,6927,Eximacris superbum,,,,,,,,,,,,,,,
0,4594,Exocarpos gaudichaudii,,,,,,,,,,,,,,,
0,4070,Exocarpos luteolus,Endangered,Wherever found,02-25-1994,,,,08-27-2021,https://ecos.fws.gov/docs/recovery_plan/Final_KIRP_ExecSum_Hyperlinks_A.pdf,None,08-04-2022; 09-13-2017; 08-27-2010,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3819.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2444.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1612.pdf,None; None; None,02-27-2003,https://www.govinfo.gov/link/fr/68/9116?link-type=pdf,None
0,9607,Exocarpos menziesii,Endangered,Wherever found,10-31-2016,,,,,https://ecos.fws.gov/docs/recovery_plan/Hawaiian_Archipelago_Recovery_Plan_20221214.pdf,None,07-28-2021,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3331.pdf,None,,,
0,1120,Falco araea,Endangered,Wherever found,06-02-1970,,,,,,,,,,,,
0,291,falco columbarius,,,,,,,,,,,,,,,
0,1923,Falco femoralis septentrionalis,,,07-26-2006; 02-25-1986,,,,06-08-1990,https://ecos.fws.gov/docs/recovery_plan/northern aplomado falcon recovery plan 1990.pdf,None,08-26-2014,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2221.pdf,None,,,
0,4736,Falco mexicanus,,,,,,,,,,,,,,,
0,8831,Falco peregrinus,,,,,,,,,,,,,,,
0,8483,Falco peregrinus anatum,,,06-02-1970,,,,,,,,,,,,
0,5111,Falco peregrinus peregrinus,Endangered,Wherever found,06-14-1976,,,,,,,,,,,,
0,7954,Falco peregrinus tundrius,,,06-02-1970,,,,,,,,,,,,
0,4238,Falco punctatus,Endangered,Wherever found,06-02-1970,,,,,,,,,,,,
0,4076,Falco sparverius paulus,,,,,,,,,,,,,,,
0,9587,Falco sparverius paulus,,,,,,,,,,,,,,,
0,9056,Fallceon eatoni,,,,,,,,,,,,,,,
0,1040,Fallicambarus burrisi,,,,,,,,,,,,,,,
0,5458,Fallicambarus danielae,,,,,,,,,,,,,,,
0,2126,Fallicambarus gilpini,,,,,,,,,,,,,,,
0,3016,Fallicambarus gordoni,,,,,,,,,,,,,,,
0,3289,Fallicambarus harpi,,,,,,,,,,,,,,,
0,9809,Fallicambarus hortoni,,,,,,,,,,,,,,,
0,3015,Fallicambarus jeanae,,,,,,,,,,,,,,,
0,7904,Fallicambarus petilicarpus,,,,,,,,,,,,,,,
0,9811,Fallicambarus strawni,,,,,,,,,,,,,,,
0,9204,Farancia erytrogramma seminola,,,,,,,,,,,,,,,
0,3978,Farula davisi,,,,,,,,,,,,,,,
0,2350,Farula jewetti,,,,,,,,,,,,,,,
0,4383,Farula reapiri,,,,,,,,,,,,,,,
0,6507,Farula sp.,,,,,,,,,,,,,,,
0,9815,Faxonius eupunctus,,,,12-07-2018,https://ecos.fws.gov/ServCat/DownloadFile/163713,None,,,,,,,,,
0,9819,Faxonius maletae,,,,,,,,,,,,,,,
0,9823,Faxonius marchandi,,,,08-13-2021,https://ecos.fws.gov/ServCat/DownloadFile/219665,None,,,,,,,,,
0,10759,Faxonius peruncus,Threatened,Wherever found,05-30-2023,01-01-2022; 12-01-2018,https://ecos.fws.gov/ServCat/DownloadFile/230267; https://ecos.fws.gov/ServCat/DownloadFile/188258,None; None,08-21-2023,https://ecos.fws.gov/docs/recovery_plan/Recovery Outline-Big Creek Crayfish and St. Francis River Crayfish 8-15-23_signed.pdf,None,,,,04-27-2023,https://www.govinfo.gov/link/fr/88/25512,None
0,10761,Faxonius quadruncus,Threatened,Wherever found,05-30-2023,01-01-2022; 12-01-2018,https://ecos.fws.gov/ServCat/DownloadFile/230267; https://ecos.fws.gov/ServCat/DownloadFile/188258,None; None,08-21-2023,https://ecos.fws.gov/docs/recovery_plan/Recovery Outline-Big Creek Crayfish and St. Francis River Crayfish 8-15-23_signed.pdf,None,,,,04-27-2023,https://www.govinfo.gov/link/fr/88/25512,None
0,10766,Faxonius roberti,,,,12-07-2018,https://ecos.fws.gov/ServCat/DownloadFile/163714,None,,,,,,,,,
0,8226,Faxonius virginiensis,,,,10-01-2021,https://ecos.fws.gov/ServCat/DownloadFile/225877,None,,,,,,,,,
0,10767,Faxonius wagneri,,,,12-07-2018,https://ecos.fws.gov/ServCat/DownloadFile/163713,None,,,,,,,,,
0,1483,Felis concolor browni,,,,,,,,,,,,,,,
0,5726,Felis concolor californica,,,,,,,,,,,,,,,
0,4056,Felis concolor schorgeri,,,,,,,,,,,,,,,
0,6187,Felis jacobita,Endangered,Wherever found,06-14-1976,,,,,,,,,,,,
0,6052,Felis margarita scheffeli,Endangered,Wherever found,01-23-1984,,,,,,,,,,,,
0,3239,Felis nigripes,Endangered,Wherever found,06-14-1976,,,,,,,,,,,,
0,7270,Felis pardina,Endangered,Wherever found,06-02-1970,,,,,,,,,,,,
0,200,Ferocactus acanthodes acanthodes,,,,,,,,,,,,,,,
0,2633,Ferocactus eastwoodiae,,,,,,,,,,,,,,,
0,836,Ferocactus viridescens,,,,,,,,,,,,,,,
0,5612,Ferrissia mcneili,,,,,,,,,,,,,,,
0,5208,Festuca dasyclada,,,,,,,,,,,,,,,
0,7745,Festuca hallii,,,,,,,,,,,,,,,
0,4726,Festuca hawaiiensis,Endangered,Wherever found,10-31-2016,,,,,https://ecos.fws.gov/docs/recovery_plan/Hawaiian_Archipelago_Recovery_Plan_20221214.pdf,None,08-18-2021,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3401.pdf,None,,,
0,8068,Festuca ligulata,Endangered,Wherever found,10-10-2017,08-01-2016,https://ecos.fws.gov/ServCat/DownloadFile/161480,None,08-02-2022,https://ecos.fws.gov/docs/recovery_plan/Guadalupe Fescue Final Recovery Plan_August2022.pdf,None,,,,09-07-2017,https://www.govinfo.gov/link/fr/82/42245?link-type=pdf,None
0,9251,Festuca molokaiensis,Endangered,Wherever found,06-27-2013,,,,,,,09-29-2020,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3139.pdf,None,03-30-2016,https://www.govinfo.gov/link/fr/81/17789?link-type=pdf,None
0,7334,Filipendula occidentalis,,,,,,,,,,,,,,,
0,6473,Fimbristylis hawaiiensis,,,,,,,,,,,,,,,
0,2674,Fimbristylis perpusilla,,,,,,,,,,,,,,,
0,6860,Fimbristylis thermalis,,,,,,,,,,,,,,,
0,7665,Fisherola nuttalli,,,,,,,,,,,,,,,
0,9942,Fissidens appalachensis,,,,,,,,,,,,,,,
0,9945,Fissidens hallii,,,,,,,,,,,,,,,
0,6706,Fitzroya cupressoides,Threatened,Wherever found,12-07-1979,,,,,,,,,,,,
0,807,Flaveria mcdougalii,,,,,,,,,,,,,,,
0,6521,Floridobia mica,,,,,,,,,,,,,,,
0,109,Flueggea neowawraea,Endangered,Wherever found,11-10-1994,,,,07-10-1999,https://ecos.fws.gov/docs/recovery_plan/990710.pdf,None,08-31-2021; 08-09-2013; 04-07-2009,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3513.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2073.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1404.pdf,None; None; None,03-30-2016,https://www.govinfo.gov/link/fr/81/17789?link-type=pdf,None
0,9197,Fluminicola anserinus,,,,,,,,,,,,,,,
0,3971,Fluminicola columbiana,,,,,,,,,,,,,,,
0,9199,Fluminicola multifarius,,,,,,,,,,,,,,,
0,8851,Fluminicola potemicus,,,,,,,,,,,,,,,
0,8897,Fluminicola seminalis,,,,,,,,,,,,,,,
0,8644,Fluminicola sp,,,,,,,,,,,,,,,
0,6643,Fluminicola sp.,,,,,,,,,,,,,,,
0,8804,Fluminicola spc,,,,,,,,,,,,,,,
0,8599,Fluminicola spk,,,,,,,,,,,,,,,
0,9198,Fluminicola umbilicatus,,,,,,,,,,,,,,,
0,4183,Flyriella parryi,,,,,,,,,,,,,,,
0,7007,Fontelicella davisi,,,,,,,,,,,,,,,
0,6909,Fontelicella metcalfi,,,,,,,,,,,,,,,
0,1016,Fontigens holsingeri,,,,,,,,,,,,,,,
0,1942,Fontigens turritella,,,,,,,,,,,,,,,
0,8102,Forchhammeria polyandra,,,,,,,,,,,,,,,
0,9932,Forestiera godfreyi,,,,,,,,,,,,,,,
0,6837,Forestiera segregata pinetorum,,,,,,,,,,,,,,,
0,4499,Formicivora erythronotos,Endangered,Wherever found,01-27-2011,,,,,,,,,,,,
0,4631,Fothergilla gardenii,,,,,,,,,,,,,,,
0,6180,Foudia flavicans,Endangered,Wherever found,01-12-1995,,,,,,,,,,,,
0,437,Foudia rubra,Endangered,Wherever found,01-12-1995,,,,,,,,,,,,
0,2189,Foudia sechellarum,Endangered,Wherever found,06-02-1970,,,,,,,,,,,,
0,4747,Francolinus ochropectus,Endangered,Wherever found,01-12-1995,,,,,,,,,,,,
0,8482,Frankenia johnstonii,,,08-07-1984,,,,05-24-1988,https://ecos.fws.gov/docs/recovery_plan/880524.pdf,None,,,,,,
0,2432,Franklinia alatamaha,,,,,,,,,,,,,,,
0,8381,Frasera coloradensis,,,,,,,,,,,,,,,
0,3456,Frasera fastigiata,,,,,,,,,,,,,,,
0,2383,Frasera gypsicola,,,,,,,,,,,,,,,
0,1439,Frasera idahoensis,,,,,,,,,,,,,,,
0,5036,Frasera pahutensis,,,,,,,,,,,,,,,
0,1461,Frasera puberulenta,,,,,,,,,,,,,,,
